MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Genre
-412.95926,138.51984,-19.262383,34.14668,8.975063,-4.2944713,4.152583,0.88195056,3.0793784,0.12249623,-4.0571847,3.7797232,5.9170036,classical
-238.59634,149.78308,-28.872143,28.239666,-0.80140465,-3.9247715,-2.135668,-4.334019,-4.1872807,-3.438998,-5.771543,-0.12075097,2.5199795,classical
-477.97784,155.31071,12.760654,5.525207,2.377073,-10.652258,-16.648241,-12.547405,-11.190111,-9.378249,-3.21803,-2.767349,-6.4684463,classical
-552.1063,173.36296,26.35445,14.122476,7.259276,-7.084969,-5.859201,-10.342716,-11.022791,-9.200838,-8.827268,-4.9302998,-3.6547,classical
-437.52524,170.9714,7.386171,-3.108705,0.7773013,-11.135056,-12.523806,-6.900927,-5.8500524,-8.45572,-8.472509,-8.329373,-7.373799,classical
-549.6238,156.95287,6.6107097,34.415283,13.258632,5.755012,5.051405,-3.0009751,2.0665762,3.0773385,2.016796,3.2401438,5.6662607,classical
-374.73544,153.82092,-21.555332,20.830206,7.003569,-3.9481635,-2.52159,-2.8035052,-4.2827654,-4.499873,-5.7614007,-4.259625,-3.8435433,classical
-264.05682,142.12022,-51.35426,5.0189214,-20.266205,-17.137806,-16.06992,-20.311367,-15.042228,-9.738146,-8.402028,-11.775308,-6.8804574,classical
-338.7873,190.10437,-16.304815,3.704449,-0.44790432,-8.884474,-10.400301,-16.36604,-13.285849,-10.799826,-8.649679,-8.285074,-4.6188025,classical
-369.13687,171.89467,-27.26967,6.017667,-0.14046438,-10.669237,-11.915659,-10.193318,-11.368732,-10.511279,-8.377621,-9.789241,-5.0547614,classical
-246.21837,149.44388,-41.973816,11.606411,-10.287586,-4.0184045,-7.1389446,-10.137027,-9.425965,-7.1766233,-3.1531365,-5.6295013,-2.5816011,classical
-283.4352,159.55325,-29.518972,18.540627,-9.879668,-3.4205968,-10.990983,-9.78434,-8.296976,-4.2428293,-2.8664072,-5.9698157,-4.0209265,classical
-393.0342,190.77562,-13.312166,8.263633,1.5518678,-11.080791,-11.244869,-13.998271,-10.620688,-9.390383,-4.6135573,-10.067735,-4.815257,classical
-299.7918,157.32382,-37.35202,15.766813,-5.7569356,-4.4540663,-6.8151827,-10.736592,-9.884848,-8.157444,-5.422234,-7.8400235,-2.7306187,classical
-301.92847,57.542442,-59.13327,33.542343,-20.912107,17.741283,-0.6430504,49.023754,19.130112,27.098505,-17.633902,-0.26254904,-3.7518337,classical
-326.31674,85.9087,-42.98692,31.837812,-19.576056,9.992609,-16.461275,10.00038,-8.5993595,25.513212,6.5387473,16.400179,3.502858,classical
-251.3183,88.73775,-41.7524,37.908646,-12.024272,21.6241,-5.8539314,25.719711,-5.185972,14.30118,-7.5509515,10.464781,-4.928892,classical
-299.7126,103.67624,-27.657272,51.028336,12.27966,16.508783,-10.941353,-0.89493364,3.8351672,12.960477,-12.398089,2.4647222,5.1784363,classical
-207.37747,117.60778,-41.404255,13.253087,-1.6882402,15.532319,-10.36277,-1.8636898,-12.762173,7.0103326,-0.78136885,2.0718129,-8.264468,classical
-385.7943,128.62302,-26.731682,39.48326,-2.173462,16.760435,-5.7341957,14.724416,-3.090663,12.3112545,-5.892707,2.792582,3.6800175,classical
-422.60803,89.84974,-18.716208,37.78641,6.01675,4.1617336,-1.9914653,12.111292,4.1678967,13.7912655,2.8296854,5.886289,6.122228,classical
-203.61938,111.205956,-51.536655,39.48582,-10.562026,11.9137125,-13.181607,15.123319,-7.2917,13.3770485,-7.313064,3.8404088,-3.7820063,classical
-280.7256,122.72235,-14.398866,26.855799,1.3519739,5.9942274,-13.104071,3.3753622,-11.5543375,5.1937947,-1.0517688,2.7634668,0.062844194,classical
-287.521,101.73793,-35.369,41.282764,-12.745123,17.284992,-13.978299,16.311884,-5.599028,13.664283,-8.790592,-0.057105947,-13.769376,classical
-378.73932,126.49873,-18.81513,42.87581,-14.305189,25.34269,-14.64103,18.704288,-10.188719,21.10809,4.4370375,18.225647,-10.274281,classical
-23.184357,70.25887,3.818911,28.329025,13.76447,5.725915,3.9781454,7.4515557,2.6495175,8.495177,-2.2885163,2.0798767,-3.3781197,country
-8.001197,62.728,-1.4580805,28.115849,9.9723625,9.353735,5.420156,9.825023,3.0283053,8.426978,0.3110377,6.545156,0.7390594,country
-120.72672,79.31613,5.453445,34.812134,16.550337,13.15254,6.2395873,9.984545,-1.9874377,6.7651973,-6.290685,0.27700412,-6.7018785,country
-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847127,7.4250774,-3.633337,9.545139,-2.9410644,2.4362512,1.9947803,country
-20.78135,62.950428,2.3044403,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.435297,9.372202,-0.404158,7.5194154,-0.9842739,country
-24.692423,62.388386,-7.768985,28.530289,10.947266,5.6092887,0.032920815,13.834209,3.0137303,9.866081,0.81874436,5.8707213,-1.2669297,country
-23.14604,71.35541,1.3973156,24.474508,16.34997,4.5169725,-3.9798617,18.038275,-3.358467,2.474037,2.9799597,0.83682466,-1.1464859,country
-20.81746,64.90752,6.767102,26.357126,11.665423,13.185629,-1.9791069,8.582197,0.47289515,7.441096,-0.41490933,6.945586,3.6606066,country
-19.72382,76.66849,-4.8497195,32.24758,7.6701546,17.224527,-1.4669178,9.143321,2.7177043,9.111842,-2.6976073,7.5035057,0.33303115,country
12.1632,58.97738,0.91886264,26.749126,9.254704,3.5763056,1.5831512,8.648173,0.97104156,11.62741,-2.1597261,1.1948514,0.4723694,country
-197.73265,106.509026,-4.4345407,37.64394,-0.860655,-0.95550245,-3.4480147,-0.05124232,-9.299326,-5.164658,-4.2450776,-3.5471113,-1.3499808,country
-199.0945,61.186787,9.970173,23.455229,10.266042,0.021369107,8.005175,1.1249682,-4.8876796,9.501938,-6.344291,3.8612273,1.6283537,country
-141.0231,123.89308,-2.4948008,27.972536,0.012812847,1.216624,-11.020722,-1.3764036,-7.020709,-6.118951,-5.1924863,-2.168428,-4.5938883,country
-126.18547,77.63614,3.1659164,19.95085,10.833182,0.7266966,5.2176957,-0.49295208,-0.9993631,5.3890133,-3.735502,-3.5004714,-5.3318467,country
-124.6331,72.52177,16.71368,18.248219,12.224788,8.088155,7.982229,-0.5219015,2.3674657,-0.56436116,-5.5733914,0.5387731,-5.067154,country
-116.17638,111.72995,-5.2455125,33.995697,-12.458564,4.2506166,-14.428153,8.494949,-8.19823,-1.3456502,-12.559847,-5.005492,-2.1499321,country
-210.17332,139.61768,-16.979992,58.003017,-9.654812,-1.9645078,-18.001234,-8.207504,-11.778446,-7.882443,0.60710543,-9.965226,-6.466774,country
-171.339,137.35457,7.9645786,28.539564,2.7081964,-0.5015101,-2.9561007,-1.159342,-6.159661,-2.4005284,-5.853389,-2.1666093,-5.3437123,country
-131.14856,102.99637,-11.533306,17.73964,16.962389,4.435607,1.2965345,3.4184597,-1.4990547,1.6171722,-7.983499,-0.82497543,-8.876751,country
-256.06357,163.10161,-22.872879,26.93337,15.301942,-3.50522,4.2170873,-0.79301673,-9.463186,1.7569615,-4.4230623,-3.6401737,-4.252334,country
-161.09123,74.70691,22.421598,46.01199,5.2690363,25.11239,-0.5864293,10.375498,-6.830219,5.0498123,-0.7697866,1.4022417,-6.0112886,country
-209.38939,167.1398,-20.865452,36.817654,10.305034,3.9740636,-5.6623545,-4.6380916,-6.2379713,-4.1778646,-6.688474,-3.2634768,-7.967006,country
-195.12416,114.29301,0.0014296966,38.17855,11.291478,-6.075158,1.2188286,-0.0041930964,-15.420769,-3.5708997,-6.125418,-4.500051,-0.12475661,country
-353.05423,110.632095,32.743378,24.164183,18.746185,5.9248896,-1.7401656,3.8813748,-2.987254,-1.9034863,-2.8664544,-0.9788747,-6.4891205,country
-199.98285,109.121544,-5.5460243,48.132893,1.2039803,4.597491,-9.152174,-1.471275,-11.66506,-5.204099,-11.550537,4.978348,-4.9808197,country
-200.55318,119.65538,-3.6046815,31.952965,9.957966,15.293297,0.6486004,0.23646201,-4.4767165,-2.3108823,-5.255605,-2.4737477,-6.048022,country
-194.26962,151.78432,-3.0342526,29.480589,9.101757,5.9855814,3.784445,3.7657218,-5.8694096,1.5940248,-3.7664156,0.9295919,1.972304,country
-100.73443,106.97025,-27.18039,29.091337,5.039497,-5.4290433,3.2457461,-5.1666436,-5.1038213,-0.8067117,-3.8309822,-2.7171006,-6.651432,country
-169.19261,132.80664,-13.484967,31.182264,6.3355885,-3.7656243,-2.0574632,-3.6175504,-4.556713,1.2857978,-6.986225,-7.255015,-1.3873173,country
-171.28873,160.4967,-17.80444,30.512203,7.514744,-8.2560425,-5.6703825,0.1319509,-8.836377,-2.6552682,0.70573175,-3.78496,-6.5005155,country
-277.1022,128.25644,42.42859,37.69783,12.780972,9.599222,-5.9831166,-7.538272,-8.034319,-4.942378,-6.5300474,-3.627953,-7.2284265,country
-130.4947,104.13707,-19.2614,34.153618,5.413921,-2.166884,-0.7268799,-2.8929858,-5.459535,4.0802116,-4.4622407,3.523582,2.1470132,country
-237.99352,97.70346,6.526742,45.977615,2.1547687,16.221973,8.825113,7.7670083,-0.59379196,4.48026,0.140916,3.021077,-1.6638006,country
-133.3365,78.990364,-5.6506476,35.522865,-7.5477085,7.9280396,2.7298074,0.39645377,-1.13313,-1.1071386,-7.8454437,-1.1711783,-4.814018,country
-153.86736,83.68425,-8.418767,13.969093,13.551848,3.773254,3.0063746,6.347874,2.0667963,2.0754557,3.1952746,-0.47532386,-3.025931,country
-120.383224,95.348915,-6.0082717,25.16893,20.961815,-7.1399155,8.552629,2.4400122,-14.6636305,9.296396,-2.3618507,-3.1564727,0.6094835,country
-339.7991,97.781006,-9.6959095,50.986897,7.8249445,11.747368,0.6847606,2.4938347,-4.7754116,0.19351886,-5.9746647,-2.8948967,-6.157009,country
-173.4441,105.05278,1.1553171,24.114841,22.12515,2.5424929,-1.5812404,0.17491437,-5.3230443,3.8141825,-4.5238996,-4.5872827,-1.5664961,country
-118.028564,74.16701,8.2881365,15.462522,6.1549687,8.443999,4.1188307,5.7389975,-1.9503187,3.163911,5.040857,-1.1298938,2.4367034,country
-89.73638,36.2862,11.469535,37.495586,9.199136,3.740519,2.8403578,6.811539,1.4674553,0.09733813,1.0258602,1.1755472,-3.5642974,country
-102.89668,85.32916,-4.324985,30.583778,3.010156,-1.9592187,4.4452953,3.42052,-4.253563,-1.7714001,-3.970628,-1.3591874,-3.7630885,country
-111.69471,82.26009,13.068496,31.930077,23.68303,-0.53237915,12.029794,3.6602066,-5.7385206,3.333035,1.4207492,0.7725831,0.5596443,country
-101.28809,84.139015,7.751808,30.383913,13.85436,11.632601,-0.11175929,-4.9390707,-2.3706596,-1.9748868,-8.18772,2.8250737,0.5467093,country
-101.19903,85.43055,-19.69571,20.584856,9.973623,7.594193,0.104056016,3.405438,0.046411686,1.577752,-1.4500952,-1.2814347,2.1464107,country
-162.72116,119.81048,-2.8799524,20.506132,27.808872,5.4853673,6.040956,1.204544,-3.6995325,0.3423855,4.4116244,-0.4080612,2.4593601,country
-61.2354,71.26333,-17.042137,17.118322,5.0581465,-4.2047887,-1.6676307,1.1733668,-0.854297,4.976347,-1.695669,4.8454185,-0.1578167,country
-126.891594,103.492065,-31.892567,58.719326,-1.958355,-3.130634,-2.9370546,0.36575213,-3.0380836,-0.82976246,5.5851655,-10.142879,0.73231655,country
-165.51901,117.87926,-33.606743,42.623318,-1.3848822,3.8313906,7.1698027,-7.170014,-1.6314923,0.8754549,-12.514056,2.8942633,-12.372037,country
-149.00017,107.24382,11.1901455,26.698795,11.405787,-3.808101,14.028653,-5.8929515,-11.049588,2.8112707,-8.445196,3.1889074,-0.77371275,country
-109.98737,134.74861,-24.026144,19.394617,-4.407176,-4.8148885,-7.800573,-0.39370042,-5.4159317,-2.9570003,0.78146684,-4.776981,-0.17221719,country
-143.12674,121.898,-13.34437,47.777847,-12.660495,23.372252,-10.994922,18.8561,-13.706635,15.950975,-11.356477,10.2887,-6.002485,country
-204.71436,121.91577,-17.742798,46.3246,-1.7955843,17.031994,-14.699761,14.667406,-19.3929,10.903635,-13.474712,1.2002157,-6.213006,country
-265.27585,138.85979,6.1417327,47.49592,-2.3968027,21.038162,4.0860734,17.653969,-12.029909,15.491059,-1.1331513,7.8893595,0.4985816,country
-84.74407,100.98661,-16.020493,51.761948,-17.082294,22.577103,-20.299927,18.914927,-19.492682,15.328482,-17.741413,8.583118,-15.000552,country
-175.0163,115.70678,5.106449,58.160652,-3.3279545,29.664284,-10.028762,19.65578,-16.30351,13.737743,-8.81984,7.2240396,-8.89276,country
-82.962616,122.5328,-16.658556,40.01591,-15.007229,21.670378,-18.256283,18.361864,-17.988773,16.991611,-16.039673,8.533731,-8.706784,country
-164.79193,123.42045,4.2346554,48.788734,-5.1513314,22.844551,-7.8052983,19.294296,-11.024413,21.256271,-9.740571,5.154131,-6.1411104,country
-137.88376,121.523895,-13.26719,43.318726,-10.709389,17.858776,-7.9495454,9.089492,-19.792675,9.440965,-19.59838,6.907874,-12.543895,country
-101.38996,120.45385,-0.40658674,49.04242,-15.863626,19.873766,-13.094367,18.574186,-15.706966,15.254118,-5.9068427,6.6473475,-10.359329,country
-185.1138,120.50994,29.717457,56.400288,-3.034662,22.222614,-10.344739,20.05401,-13.685051,9.170437,-6.4285364,3.2967808,-8.737772,country
-178.51938,130.13269,12.088971,47.051086,2.6224906,24.094347,-4.627712,22.772083,-10.941142,13.539126,-6.8097224,8.71216,-6.0909204,country
-186.39238,135.86008,5.928499,45.8605,-5.7662764,22.786795,-13.002946,17.122374,-13.756378,9.734512,-8.368886,6.659228,-9.09154,country
-94.09417,109.16863,-11.84995,41.56547,-19.475983,23.831955,-19.935585,20.374748,-17.28199,16.585615,-10.199128,9.392066,-10.051932,country
-185.4226,118.46735,17.79529,48.887688,-2.1608067,21.370108,-9.001163,20.535988,-11.416626,9.282178,-5.4816723,5.754808,-2.9795713,country
-217.74222,128.34692,-7.513693,39.265003,-2.5556233,18.173012,-15.166711,16.770924,-15.265886,4.8992114,-6.5137625,2.8973584,-11.506307,country
-250.87863,163.09831,-3.8807104,30.153528,5.576422,7.4960384,4.02482,-2.1106052,-5.470411,-1.0583411,-9.981246,1.8183817,-8.760416,country
-102.51608,135.7217,-46.895443,32.746296,-11.16036,23.465744,-9.766421,16.901648,-11.6851015,13.207406,-7.183144,4.735628,-8.202425,country
-328.72546,167.05113,12.98839,28.820633,11.246061,14.4267235,11.705959,7.804122,-11.729083,2.385381,-8.347571,-3.857314,-6.7459235,country
-229.4689,157.31282,-16.762049,31.879862,-0.11036961,16.656443,1.3551719,12.223305,-3.8625042,6.8392315,-4.2632265,1.3375682,-5.8956633,country
-217.16394,136.1694,-10.362346,51.389046,2.612237,15.1277895,-0.6809201,12.287426,-6.2264233,7.8023224,-5.4090786,3.6247036,-2.807217,country
-99.32007,117.56864,-29.88463,40.83229,-15.2631445,27.98068,-11.955397,13.331403,-11.367624,10.538834,-8.748048,8.41087,-6.844215,country
-185.85666,155.29944,-25.034077,20.532516,-3.8348439,-0.60029286,-4.568851,-5.914592,-16.53805,-0.45218414,-16.302252,-4.213608,-16.815842,country
-96.28298,131.92026,-26.322138,35.98216,-22.807713,14.489158,-11.834168,11.80155,-21.218061,11.527786,-12.925014,7.1762304,-13.93854,country
-167.00983,132.44342,-17.294891,46.932304,-3.6503563,20.946674,-8.830444,8.546585,-15.151556,8.105514,-16.944101,6.6470175,-10.924017,country
-207.27617,130.94698,-18.496767,33.299126,-3.9221637,15.393467,-6.383,2.9519517,-16.786154,7.084849,-8.59407,4.7956495,-12.250599,country
-60.84931,105.47066,-16.914597,40.70118,-15.038137,36.0463,-12.818773,17.483316,-16.755318,11.757576,-10.130225,13.194357,-12.209437,country
-183.97171,159.81995,-23.17131,43.053974,-9.468154,8.831391,-1.65151,4.351795,-13.370459,0.83986324,-13.976324,1.4428531,-7.390412,country
-118.23319,152.94319,-46.513092,31.120495,-17.286913,6.277332,-3.6798625,13.048771,-13.126937,15.706044,-13.076928,5.7017627,-10.694594,country
-302.58182,150.15967,-3.7027955,26.923807,-0.26331624,13.522552,7.2485633,4.217868,1.7668283,6.563311,-0.4889707,7.8965797,1.32933,country
-229.1472,180.35635,4.5209055,24.184404,1.1109347,3.9924355,-5.9960327,1.8722159,-13.136269,0.004707218,-13.499958,1.5836844,-13.435795,country
-100.955956,111.60762,-13.152134,44.59755,-5.961039,29.337101,-7.956897,19.591026,-22.446842,17.270527,-17.831654,11.408343,-12.451892,country
-74.1483,107.63805,-21.198166,47.234455,-5.9763155,17.812094,-20.399551,14.992423,-15.965242,15.734073,-14.664024,10.681491,-10.128547,country
-68.62351,101.354126,-16.908741,51.526352,-10.228339,20.050034,-21.784996,15.524762,-18.795237,16.359055,-17.893854,12.126649,-13.205329,country
-148.55994,141.2805,-15.883042,44.655067,0.9918706,13.662192,-13.240343,12.651497,-11.702235,12.159911,-10.476022,9.908224,-5.055813,country
-80.23639,108.186485,-23.827435,52.60141,-6.424084,15.064198,-17.635906,9.739016,-16.176489,8.906126,-15.964033,8.001827,-10.704085,country
-146.04881,124.6481,-17.922836,49.225044,-0.17947549,22.789757,-7.1734586,16.74798,-9.723663,15.444623,-7.621331,10.908756,-3.4551363,country
-122.427414,111.48314,-13.694294,53.828403,-2.6777658,19.67755,-14.138923,13.743676,-14.016459,14.626713,-13.9932165,9.218205,-10.559242,country
-170.90068,124.81326,-19.262194,39.2072,-3.7551057,15.289897,-12.972992,8.530165,-11.833667,11.321371,-13.773079,3.102464,-10.078784,country
-121.94322,123.237656,-8.495369,51.596375,-0.103513,20.407003,-11.87541,16.275984,-11.508768,11.847224,-8.085656,9.13035,-8.638807,country
-205.14923,140.98761,-8.957965,36.979443,6.4254427,14.875375,-4.3181176,12.232446,-11.431657,11.850926,-7.9033823,9.912311,-2.3516495,country
-91.68523,115.86115,-30.200949,52.273148,-5.025164,16.953514,-15.656589,13.539407,-12.762941,15.969127,-11.969895,11.058928,-9.962004,country
-193.78868,125.56074,-20.924124,46.338,-2.685432,12.833369,-6.6019344,10.727056,-10.907483,6.109273,-9.442732,5.1639466,-3.6584976,country
-50.77633,96.71717,-24.326113,66.076126,-14.680636,24.391264,-21.017485,12.469586,-18.131815,13.267164,-12.802163,9.798451,-11.344082,country
-213.60236,117.2127,-21.871769,45.657654,-10.274458,5.0603156,-11.910965,5.567856,-17.804632,0.18699962,-14.165857,-1.1532573,-10.306383,country
-104.37176,136.39383,-20.940239,52.86117,2.025889,20.42771,-11.619367,17.663803,-15.735388,11.049825,-11.3204365,3.6714113,-6.4964943,country
-124.83957,127.38223,-23.38181,47.360462,0.5631106,15.991255,-9.954186,16.180136,-16.72955,6.7851987,-8.187069,3.2049856,-1.5920391,country
-69.88548,124.21146,-32.470192,47.69471,1.3983787,22.617672,-8.754297,21.44351,-15.66597,15.7432,-12.427222,9.581969,-9.056125,country
-148.44179,126.859146,-19.540855,52.85061,8.579708,17.89102,-8.081844,17.781462,-15.505314,13.504546,-10.957894,9.476343,-1.9246048,country
-139.62306,128.79353,-20.24936,49.44361,-2.1603606,16.988024,-8.355296,9.8182955,-20.150694,2.5017843,-11.247767,3.766037,-6.424687,country
-42.16572,106.27832,-24.220882,44.671467,-12.33506,20.518545,-16.044445,18.488562,-18.78101,15.5109,-15.4647255,8.930742,-9.987847,country
-111.17791,94.0352,12.515315,16.74026,8.181678,15.667253,-1.3758588,7.0394297,0.97360975,-1.4805396,-3.0693026,-5.068189,-3.6841273,disco
-28.934706,51.971786,-7.6104946,21.605562,8.12836,18.120981,6.8754973,6.5840025,0.7281346,11.147646,-1.8413448,1.6686252,-2.6266403,disco
-53.18525,57.17846,21.168882,11.324465,18.12236,1.6665679,0.3438162,2.3195999,-5.1097407,2.7499392,3.1528792,-5.519139,-3.1672285,disco
-44.234295,52.219402,3.3025825,43.808002,12.616858,24.422096,4.970884,15.334078,2.0627644,10.375376,-1.5161042,8.840581,0.42485902,disco
-83.583496,64.47946,5.6559176,2.7011647,0.790316,6.170802,1.892269,1.9798596,-1.8164452,1.8574665,2.4598763,-0.22793381,2.9555101,disco
-24.691772,73.7432,-11.558471,28.394289,6.2409563,2.465622,8.6340885,12.309109,-4.102859,13.385866,1.9154304,-0.97336847,0.6083648,disco
-14.574394,65.21034,-19.872639,31.508326,-4.8264494,11.86232,9.994609,5.9573913,-3.8033698,9.377889,-4.387916,3.339541,-4.444171,disco
-53.44801,56.161034,-6.3209867,31.619057,4.6533747,16.347412,4.1198163,1.8823282,-0.38823876,2.495932,-0.5415109,0.9562786,0.49564818,disco
-32.467175,65.00107,-26.697556,30.282536,5.743129,11.739748,-2.1584125,10.449982,-2.3618212,5.3235164,-3.8081305,-0.8611962,-0.1878252,disco
-68.970566,63.131035,-15.854861,28.002192,8.1834755,7.321166,-4.936118,9.494793,-0.97361475,-1.6035987,-6.1901293,-3.9367528,-1.1710128,disco
-6.7841387,61.126324,-16.656654,27.431992,7.7223644,16.008894,4.6347065,11.4495,0.3362921,9.832177,3.1856217,5.025588,-1.8622084,disco
-41.32795,62.794346,7.325327,12.125494,6.3566375,9.265047,3.09309,13.867353,0.16360408,8.0671015,-2.6970012,-7.219517,-3.2453783,disco
-57.66927,68.380356,-15.251752,23.414114,14.855438,13.172663,2.1979191,12.811309,0.06121472,12.777958,0.03940573,3.3698215,0.8151105,disco
-40.070427,56.209106,23.679754,31.92545,2.4516678,2.5737195,-2.4787798,3.0920584,1.8828638,3.3509662,0.00014278541,-1.5209647,-2.4554949,disco
-23.927664,61.220757,-0.9586992,25.331013,0.39423478,6.0302544,2.4890816,6.189192,-0.32926682,9.696876,-5.5078354,1.0618182,-2.4369648,disco
-46.826416,103.7258,22.146416,9.233178,2.2635014,-4.791668,4.809458,0.9585231,-9.410542,-1.065514,-0.8630862,-5.27438,-1.7578694,disco
-36.030983,83.65931,-2.7294114,32.392513,9.1963415,4.1342163,0.03383913,11.114394,-2.8908203,7.905869,0.61443704,3.6502342,3.7515378,disco
-98.156845,92.40119,2.6636736,19.337896,3.586051,-1.7657074,-1.7049835,-3.1714423,-9.09204,-4.080457,-5.1855764,-5.48785,-4.233516,disco
-73.150406,71.752396,12.0955715,1.3943439,4.529426,10.863227,3.870923,0.938661,-5.9797716,9.034468,-2.3677685,3.555212,-0.14264005,disco
-95.103714,109.35317,-30.161179,16.358658,20.03973,11.962816,3.48553,6.1739693,5.2001824,8.620757,0.34259644,0.3836271,0.5362716,disco
-103.961624,105.80915,-14.325732,36.73847,-10.348667,16.81085,-6.822809,8.140346,-4.461959,0.98826367,-10.006155,0.3835429,-1.7078525,disco
-115.132545,70.42538,31.242792,11.176329,13.06419,3.8674586,1.8087032,4.9707108,-1.0388265,3.9260278,-1.2926352,-0.6884157,-1.0751352,disco
-71.94239,46.88916,21.026213,29.950956,9.497893,2.4052784,8.244612,2.5142548,-2.1629694,0.43971246,-0.23318744,-1.5565152,-3.6136653,disco
-32.173412,60.033607,3.3775673,18.969069,4.326335,0.68113494,-2.0263913,1.3316942,-4.64699,3.7893417,-6.734154,-4.892331,-2.343729,disco
-69.599335,83.05957,-16.599522,0.11946944,7.4157043,0.76961887,1.337008,4.6906857,-1.4208714,3.328473,-2.8755643,-8.202937,-5.765528,disco
-124.19868,90.16968,-11.312609,10.940362,-1.1521436,-3.7543972,-0.8530474,-3.8402538,-3.7089515,-0.26702476,-5.8232455,-3.430601,-4.6257415,disco
-68.09459,66.36573,11.869311,21.982038,9.769293,6.6966743,1.6115297,3.8194947,0.95873666,4.773914,-4.2044983,-0.05883123,-1.2347758,disco
-155.63733,60.568497,23.166864,31.186352,25.054384,16.906994,9.43836,8.449133,5.317451,6.556658,5.7627544,3.9231863,7.5597153,disco
-20.481245,53.708107,5.945927,10.153069,17.057161,9.541378,4.6119027,6.398941,-0.33330107,1.7238895,3.6845264,-0.7746318,-5.887973,disco
-59.006565,68.87012,-8.457222,3.5900607,5.072522,3.284628,13.525487,-1.3692733,1.6712126,3.712645,-3.715991,-0.31718883,-2.8357635,disco
-40.729237,63.947403,4.90489,16.340809,12.100067,9.339081,4.540618,5.1896324,-0.5894375,-0.06985202,2.9546144,-1.4821672,-1.7598724,disco
-66.56881,58.31062,-8.179027,15.493415,5.575189,7.6971626,4.071543,-3.5835304,-1.3218851,1.6088259,-5.482533,-3.7345495,-3.2398586,disco
-123.20344,86.96168,-22.495186,6.9312387,8.458765,12.637702,-0.8590043,-0.8323708,-3.262091,2.6230345,-0.78355813,-0.42596024,-3.8292584,disco
-57.800613,86.53878,-11.776967,38.7768,2.375864,8.829937,-1.2931184,9.917737,-1.6644963,9.836173,3.0134122,7.5246863,1.7179295,disco
-65.79326,52.831802,16.578833,12.54698,5.604338,8.383382,-0.610474,-0.6237842,-4.082043,0.686859,-7.787458,-1.8914624,-7.2499976,disco
-51.8135,55.668415,11.39662,7.4714847,12.000198,6.2591653,4.3569694,4.3104258,-5.940892,0.565794,3.599389,-2.3887084,-5.8230114,disco
-23.558336,57.343533,7.011987,16.525126,5.500359,11.859777,1.6749339,5.4618583,2.755229,7.3391504,1.9634925,1.2612275,-2.3459415,disco
-26.568245,52.047867,4.177975,12.859308,16.740139,10.133737,4.47516,6.3269105,1.1580266,0.64618844,4.612163,2.143196,-3.3678746,disco
-77.395744,52.15557,-8.997961,12.852356,8.566091,2.892013,8.930742,4.013753,-7.3446417,-2.260518,0.9621685,-1.0486538,-3.7624762,disco
-107.36452,91.02147,-8.338967,34.284462,-1.9262822,3.7966006,10.531457,5.5613923,6.9440746,4.7774053,0.6849833,-3.8546648,-2.5791147,disco
-78.35117,80.074615,-9.1673765,25.477053,-3.3905444,16.8094,7.2707067,1.818662,0.4955743,6.3203187,1.4938977,2.1636302,0.6581048,disco
-122.06817,116.81796,28.333023,24.729452,10.94623,-1.8944625,-1.4049608,-0.9484211,-3.538152,-2.6139374,-1.1199347,-4.180541,-2.5521874,disco
-62.305237,92.054,-19.720612,17.629362,-3.1775432,5.41975,-4.0006166,8.885712,-2.4901588,3.1609383,-0.5298751,-1.4906911,1.2983328,disco
-62.788113,77.8459,3.535339,26.012877,5.932444,11.292923,11.104592,-1.9596616,1.8299742,9.186841,4.0683765,0.9767575,5.6182814,disco
-71.24205,97.72146,-18.355274,8.578153,5.202039,-0.9389217,0.4680154,1.6290964,-4.7780914,0.06490758,-0.5487089,-4.452,-5.314456,disco
-81.29733,106.4762,-9.534991,17.970007,3.0110774,8.301614,3.8938744,4.2491026,-3.7393968,-2.078543,-2.2060986,-4.5875278,-1.1600444,disco
-125.69445,101.78628,-17.488695,33.67749,-15.244758,23.698763,-8.658021,18.546085,-14.059921,19.96296,-15.148184,12.975601,-14.307979,disco
-280.90808,120.8154,-37.612255,28.736147,-10.789445,-6.406519,-13.808621,-4.0625076,-14.859974,4.7919674,-20.17432,-5.09395,-6.7920375,disco
-105.02068,80.22214,-41.111576,54.02576,-8.379423,25.721209,-12.471843,28.713755,-15.008993,15.610892,-7.6170635,12.414465,-7.368524,disco
-45.132,98.671646,-24.668425,40.512596,-18.104605,26.115303,-12.69484,13.988503,-15.421142,16.179258,-14.377716,8.140356,-11.939819,disco
-45.80532,101.7401,-32.078636,34.265602,-17.547401,32.327187,-15.645262,22.041264,-16.110876,18.677488,-13.079386,16.47522,-9.913809,disco
-77.198685,89.36663,-34.23228,38.68127,-22.269873,31.254671,-16.385426,22.344227,-16.015026,19.283667,-13.230427,16.72414,-10.393917,disco
-70.51618,90.476006,-48.086514,36.67485,-17.66604,21.603977,-30.186953,24.03991,-20.447668,14.482978,-18.503065,9.126518,-12.047067,disco
